Date,Open,High,Low,Close,Volume,Adj Close
2012-09-24,24.639999,24.709999,22.66,24.15,1731300,24.15
2012-09-17,25.00,25.23,24.129999,24.49,2640300,24.49
2012-09-10,22.870001,25.15,22.280001,24.719999,2445900,24.719999
2012-09-04,20.58,23.469999,20.58,22.950001,2616700,22.950001
2012-08-27,20.950001,21.379999,20.32,21.120001,687500,21.120001
2012-08-20,21.120001,21.51,20.51,20.940001,745100,20.940001
2012-08-13,20.68,21.620001,19.700001,21.24,841100,21.24
2012-08-06,20.74,21.790001,20.209999,20.620001,1260000,20.620001
2012-07-30,20.25,21.57,19.059999,20.469999,2370600,20.469999
2012-07-23,18.280001,20.33,18.07,20.219999,1294600,20.219999
2012-07-16,18.440001,19.540001,17.73,18.969999,1518100,18.969999
2012-07-09,18.799999,19.08,17.950001,18.559999,920900,18.559999
2012-07-02,19.24,20.48,18.799999,18.90,1408200,18.90
2012-06-25,17.65,19.360001,17.00,19.049999,1842000,19.049999
2012-06-18,17.65,19.01,17.469999,17.83,1935900,17.83
2012-06-11,19.200001,19.200001,16.65,17.559999,1947000,17.559999
2012-06-04,18.50,19.48,18.450001,18.950001,1434100,18.950001
2012-05-29,20.58,21.40,18.25,18.49,1274800,18.49
2012-05-21,20.299999,21.60,19.41,20.450001,1140700,20.450001
2012-05-14,22.40,22.799999,20.25,20.469999,1154400,20.469999
2012-05-07,23.00,23.15,21.049999,22.40,1853100,22.40
2012-04-30,24.700001,24.959999,23.23,23.35,1542900,23.35
2012-04-23,26.389999,26.549999,22.950001,24.690001,2477200,24.690001
2012-04-16,26.809999,27.91,26.209999,26.65,1436900,26.65
2012-04-09,26.16,27.00,25.379999,26.559999,923500,26.559999
2012-04-02,26.940001,28.139999,25.799999,26.620001,1980600,26.620001
2012-03-26,24.33,27.00,23.90,26.870001,2535200,26.870001
2012-03-19,24.51,24.83,23.48,24.01,842600,24.01
2012-03-12,23.51,24.74,22.870001,24.68,1660800,24.68
2012-03-05,23.26,24.200001,22.52,23.469999,2082500,23.469999
2012-02-27,22.66,23.389999,20.67,23.26,1639500,23.26
2012-02-21,22.10,23.84,21.57,22.700001,2590800,22.700001
2012-02-13,21.48,22.16,20.469999,22.059999,950600,22.059999
2012-02-06,21.690001,22.440001,21.00,21.27,1134300,21.27
2012-01-30,20.16,22.09,19.780001,21.82,1269300,21.82
2012-01-23,18.549999,21.290001,18.33,20.700001,2198200,20.700001
2012-01-17,18.83,18.90,17.940001,18.74,933900,18.74
2012-01-09,18.620001,19.889999,18.219999,18.60,802500,18.60
2012-01-03,19.950001,20.290001,18.57,18.610001,763100,18.610001
2011-12-27,19.610001,19.889999,18.91,19.700001,384300,19.700001
2011-12-19,17.57,20.10,16.60,19.959999,818600,19.959999
2011-12-12,19.84,19.969999,17.01,17.549999,1705800,17.549999
2011-12-05,22.07,22.26,19.610001,19.940001,1343900,19.940001
2011-11-28,20.51,22.530001,20.139999,21.360001,978200,21.360001
2011-11-21,21.00,21.18,18.629999,19.75,1816000,19.75
2011-11-14,25.809999,26.00,21.52,21.65,1176300,21.65
2011-11-07,28.48,28.48,24.77,25.540001,673100,25.540001
2011-10-31,27.959999,28.799999,25.90,28.549999,927800,28.549999
2011-10-24,26.98,29.34,25.00,28.129999,1003700,28.129999
2011-10-17,24.049999,26.75,23.17,26.42,669400,26.42
2011-10-10,20.26,26.129999,20.030001,24.17,1015100,24.17
2011-10-03,22.50,22.82,17.530001,19.82,1541800,19.82
2011-09-26,26.00,27.030001,19.98,20.459999,2868000,20.459999
2011-09-19,29.50,30.00,24.15,25.540001,1249400,25.540001
2011-09-12,29.67,30.049999,28.110001,30.01,982900,30.01
2011-09-06,29.50,31.00,28.889999,29.93,863400,29.93
2011-08-29,30.82,31.90,29.879999,30.379999,1055500,30.379999
2011-08-22,30.969999,32.029999,27.85,30.450001,881400,30.450001
2011-08-15,30.68,31.959999,28.48,29.99,1047600,29.99
2011-08-08,28.879999,32.290001,26.02,30.66,1749500,30.66
2011-08-01,35.380001,35.950001,30.50,30.83,1522600,30.83
2011-07-25,35.549999,39.669998,32.650002,34.98,2289800,34.98
2011-07-18,35.049999,36.75,34.700001,35.650002,890100,35.650002
2011-07-11,35.349998,37.09,33.189999,34.990002,1522800,34.990002
2011-07-05,36.200001,36.299999,33.139999,35.950001,1670100,35.950001
2011-06-27,31.73,36.330002,31.620001,35.689999,1093700,35.689999
2011-06-20,30.940001,31.77,29.799999,31.549999,777200,31.549999
2011-06-13,31.75,32.299999,29.76,30.809999,1759800,30.809999
2011-06-06,33.869999,35.25,31.76,31.82,1608500,31.82
2011-05-31,34.950001,35.50,31.549999,33.50,2940500,33.50
2011-05-24,35.00,42.009998,30.549999,34.450001,22092900,34.450001
